BTmag,e_Plx,e_DEdeg,e_RAdeg,pmDE,pmRA,Plx,Vmag,B-V,VTmag,V-I,Hpmag,e_B-V,e_V-I,r_Vmag,r_SpType,SpType
9.531,1.25,0.8,1.01,31.86,29.94,6.43,9.06,0.404,9.119,0.47,9.1565,0.015,0.02,0,2,0
9.219,1.54,1.33,1.66,-22.81,-3.03,1.53,8.0,0.953,8.114,0.94,8.1651,0.015,0.01,1,2,1
10.256,1.16,0.8,0.79,-8.55,10.27,2.68,8.95,1.036,9.045,1.01,9.1129,0.021,0.02,1,0,1
9.372,1.06,0.68,0.67,-136.13,340.61,20.6,8.46,0.748,8.529,0.79,8.6002,0.002,0.0,0,1,0
9.446,0.97,0.56,0.88,23.22,26.17,2.58,7.35,1.616,7.533,1.62,7.4616,0.02,0.09,1,3,1
9.58,1.35,0.95,1.0,10.2,47.03,5.99,9.0,0.526,9.066,0.6,9.1146,0.005,0.01,1,1,0
8.781756678668268,3.75,4.25,4.86,-14.45,6.83,-2.13,9.64,1.5,7.975777382882781,1.53,9.7697,0.51,0.76,1,2,1
10.311,5.82,4.42,4.35,-34.11,32.19,-6.82,9.9,0.577,9.686,0.65,10.0307,0.044,0.04,1,3,0
9.903,1.55,1.15,1.34,-134.25,-145.34,10.93,9.07,0.68,9.157,0.74,9.2083,0.0,0.0,0,3,0
9.23,0.86,0.56,0.59,4.37,-34.28,4.4,8.02,0.97,8.132,0.95,8.1841,0.01,0.01,0,7,1
9.634,1.05,0.62,0.84,-2.37,11.68,1.99,7.68,1.491,7.844,1.51,7.8094,0.018,0.03,1,3,1
9.346,1.21,0.74,1.16,15.76,0.01,3.49,8.93,0.377,8.96,0.44,9.0156,0.021,0.02,1,3,0
10.166,1.25,0.84,1.0,-24.3,129.85,8.96,9.42,0.61,9.449,0.68,9.5556,0.015,0.01,0,2,0
10.833,1.72,1.11,1.42,-10.59,59.13,4.13,10.22,0.591,10.189,0.66,10.3444,0.055,0.05,1,2,0
9.03,1.2,0.73,0.94,0.56,-14.83,5.64,8.72,0.267,8.742,0.3,8.7974,0.003,0.0,0,7,1
9.278,1.01,0.74,0.75,1.83,50.14,0.57,7.34,1.474,7.5,1.49,7.4681,0.005,0.01,1,7,1
9.042,1.07,0.7,0.83,-51.1,69.77,9.21,8.53,0.464,8.562,0.53,8.6383,0.014,0.01,1,2,0
9.549,1.18,0.73,0.9,-23.93,-59.48,15.28,8.82,0.602,8.89,0.67,8.953,0.02,0.02,1,2,0
8.148,0.93,0.58,0.78,179.75,85.96,13.2,7.62,0.465,7.667,0.54,7.7221,0.01,0.01,1,2,0
8.365,0.68,0.48,0.51,-5.77,54.36,7.1,7.0,1.06,7.123,1.03,7.1714,0.008,0.01,1,7,1
10.27,1.12,0.75,0.76,-16.11,15.02,3.0,8.86,1.111,8.962,1.07,9.0331,0.018,0.02,1,1,1
9.152,0.99,0.68,0.96,20.96,37.03,6.1,7.83,1.024,7.947,1.0,7.9944,0.015,0.01,0,7,1
9.857,1.2,0.79,0.99,-12.52,26.7,6.03,9.1,0.638,9.15,0.7,9.2356,0.02,0.02,1,2,0
9.922,1.33,1.01,0.8,-58.52,104.47,8.06,9.19,0.626,9.23,0.69,9.3257,0.02,0.02,1,1,0
9.561,1.03,0.67,0.85,-29.83,131.74,5.98,8.15,1.03,8.271,1.0,8.3124,0.015,0.01,1,2,1
9.838,1.48,0.89,1.07,-7.94,5.27,6.99,9.29,0.483,9.345,0.55,9.3982,0.015,0.02,1,3,0
10.514,0.89,0.71,0.71,-6.95,7.29,3.37,9.09,1.104,9.216,1.07,9.2525,0.026,0.03,1,0,1
10.367,1.09,0.7,0.79,-1.38,-0.75,2.32,8.86,1.096,9.078,1.06,9.0096,0.027,0.03,1,7,1
9.377,0.9,0.73,0.59,5.6,9.62,2.71,8.14,0.972,8.248,0.96,8.2996,0.013,0.01,1,0,1
9.681,1.42,0.84,1.26,-1.49,6.53,3.53,9.11,0.489,9.171,0.56,9.22,0.024,0.03,1,3,0
7.77,0.92,0.63,0.82,-14.51,8.61,3.82,5.72,1.545,5.911,1.61,5.8315,0.009,0.02,1,7,1
10.033,1.02,0.67,0.73,-2.12,-2.02,0.64,8.85,0.885,9.018,0.89,9.0064,0.02,0.01,1,7,1
5.532,0.86,0.64,0.71,-57.18,43.56,17.62,5.2,0.271,5.245,0.31,5.277,0.005,0.01,1,7,1
10.777,1.54,0.97,1.1,-23.66,32.01,4.21,9.56,0.986,9.629,0.97,9.7205,0.037,0.03,1,3,1
11.074,1.8,1.85,2.29,-18.09,-10.89,0.33,9.54,1.194,9.661,1.15,9.7065,0.05,0.04,1,3,1
10.228,1.21,0.73,1.0,43.26,44.83,6.56,8.94,1.016,9.042,0.99,9.1065,0.025,0.02,1,3,1
9.254,1.2,0.65,1.03,-272.47,-174.65,11.77,8.51,0.613,8.559,0.68,8.6304,0.007,0.01,0,3,0
11.346,1.19,0.94,0.74,4.46,15.44,1.32,9.2,1.652,9.397,1.98,9.2851,0.047,0.11,1,0,1
9.868,1.21,0.79,0.73,10.78,8.9,6.02,8.94,0.756,9.006,0.8,9.0793,0.014,0.01,1,1,0
5.934,0.76,1.0,1.64,-3.94,16.26,4.54,5.94,-0.003,5.942,0.02,5.9511,0.004,0.0,1,7,1
10.671,1.37,0.76,1.13,-6.14,-9.27,2.98,9.31,1.045,9.448,1.02,9.4792,0.038,0.03,1,3,1
10.781,1.48,0.96,1.3,10.25,5.97,2.37,9.75,0.808,9.851,0.83,9.8934,0.045,0.03,1,2,0
5.328,0.9,0.54,0.71,13.97,-26.95,18.08,5.17,0.128,5.188,0.14,5.2165,0.004,0.0,1,3,0
11.306,1.83,1.19,1.33,-0.52,-5.14,0.82,10.9,0.469,10.729,0.54,11.0009,0.084,0.09,0,6,1
6.087,0.67,0.44,0.43,-87.3,163.44,22.19,5.67,0.367,5.711,0.43,5.7538,0.003,0.0,1,7,0
8.731,1.07,0.62,0.8,26.24,162.08,12.28,8.15,0.488,8.204,0.56,8.2608,0.016,0.02,1,3,0
6.563,0.72,0.49,0.38,16.16,-3.25,7.77,6.18,0.315,6.21,0.36,6.2665,0.003,0.0,0,7,1
9.352,1.07,0.64,0.97,-22.42,43.5,3.15,7.97,1.086,8.076,1.05,8.1372,0.015,0.01,1,3,1
8.905,0.95,0.64,0.69,-0.94,1.66,0.19,8.32,0.495,8.378,0.57,8.4279,0.013,0.01,1,7,1
8.781756678668268,4.75,2.73,4.3,-8.66,74.1,11.25,12.25,1.41,7.975777382882781,2.06,12.3683,0.015,0.3,0,6,0
8.077,0.74,0.54,0.52,-77.88,54.71,7.19,6.6,1.141,6.736,1.1,6.768,0.003,0.0,1,1,1
10.361,1.35,0.87,1.2,-4.16,8.23,2.26,8.86,1.141,9.015,1.1,9.0255,0.033,0.03,1,3,1
8.147,1.0,0.57,0.81,-6.08,188.51,9.86,7.55,0.506,7.597,0.58,7.6642,0.012,0.01,0,3,0
10.315,1.36,0.94,1.08,-16.79,10.21,2.49,9.07,0.988,9.165,0.97,9.234,0.027,0.02,1,2,1
10.033,1.24,0.85,1.0,11.67,2.08,2.07,8.7,1.055,8.797,1.02,8.8691,0.022,0.02,1,2,1
7.351,0.68,0.5,0.51,-1.89,2.58,2.05,7.39,-0.013,7.389,0.01,7.391,0.005,0.01,1,7,0
8.655,0.91,0.55,0.56,-64.06,40.22,2.11,7.72,0.747,7.825,0.79,7.8637,0.008,0.01,1,7,1
9.427,1.03,0.81,0.88,0.68,-3.61,3.64,8.19,0.97,8.307,0.95,8.3556,0.015,0.01,1,7,1
7.303,0.54,0.44,0.46,-34.36,340.4,25.37,6.18,0.883,6.291,0.89,6.3408,0.004,0.0,1,7,1
10.448,1.4,0.95,0.95,-1.54,23.71,-1.25,8.79,1.282,8.922,1.24,8.9452,0.03,0.03,1,2,1
9.926,1.15,0.84,0.73,0.63,4.52,1.28,8.4,1.187,8.522,1.15,8.5622,0.016,0.01,1,2,1
11.125,0.96,0.66,0.67,0.11,-1.04,1.88,8.41,1.486,8.71,1.51,8.5397,0.214,0.32,1,7,1
9.128,1.08,0.48,0.61,-98.3,-76.38,10.69,8.51,0.553,8.548,0.63,8.6191,0.015,0.01,0,7,0
10.574,1.09,0.73,0.67,8.7,16.67,0.77,8.52,1.585,8.706,1.83,8.6159,0.024,0.07,1,1,1
10.172,1.2,0.85,0.77,4.67,22.05,3.68,8.71,1.141,8.826,1.1,8.8775,0.022,0.02,1,1,1
9.615,0.86,0.71,0.69,-42.16,-19.38,9.19,8.92,0.593,8.968,0.66,9.0487,0.018,0.02,1,0,0
9.22,0.86,0.58,0.59,-13.43,0.27,4.76,7.73,1.138,7.878,1.1,7.8993,0.018,0.02,1,1,1
9.337,1.09,0.77,0.7,-24.93,68.15,1.32,8.01,1.023,8.142,1.0,8.181,0.012,0.01,1,2,1
9.983,1.35,1.0,0.84,9.96,-12.22,7.24,9.54,0.36,9.614,0.42,9.6253,0.026,0.03,1,1,0
8.876,1.14,0.62,0.99,-15.7,30.17,5.86,8.41,0.398,8.432,0.46,8.5009,0.003,0.0,0,3,0
10.283,1.36,1.07,0.75,-75.71,-225.66,16.21,9.27,0.804,9.361,0.84,9.4148,0.002,0.0,1,1,0
11.076,2.15,1.35,1.61,-76.58,10.82,-1.2,10.99,0.05,10.92,0.06,11.0403,0.01,0.01,0,2,0
8.781756678668268,5.59,3.99,5.29,-81.02,-90.26,16.71,12.38,1.339,7.975777382882781,1.55,12.4801,0.02,0.03,0,6,0
11.187,1.14,0.77,0.72,-4.41,15.91,1.22,8.99,1.704,9.175,1.94,9.0729,0.038,0.09,1,1,1
7.702,0.88,0.64,0.52,-3.89,-6.43,4.86,7.53,0.143,7.545,0.16,7.5802,0.008,0.01,1,1,0
9.538,0.96,0.65,0.62,-17.23,-15.1,3.63,8.11,1.109,8.233,1.07,8.2817,0.014,0.01,1,0,1
8.977,0.98,0.62,0.73,-3.09,17.67,6.13,7.83,0.918,7.919,0.92,7.9901,0.01,0.01,1,1,1
8.781756678668268,0.64,0.41,0.41,19.47,140.74,18.97,4.76,0.018,7.975777382882781,0.01,4.7736,0.004,0.02,0,7,0
6.044,0.58,0.44,0.41,-3.87,19.38,4.55,6.18,-0.1,6.161,-0.08,6.1534,0.004,0.01,1,7,0
7.336,0.79,0.52,0.63,-16.26,49.61,6.98,5.88,1.133,6.0,1.1,6.0428,0.006,0.01,1,7,1
9.555,1.15,0.78,0.85,-63.96,15.83,-1.59,8.08,1.127,8.227,1.09,8.2504,0.017,0.02,0,2,1
8.911,0.79,0.49,0.74,-3.48,30.43,5.08,7.17,1.352,7.296,1.32,7.3244,0.01,0.01,1,7,1
4.278,0.52,0.42,0.41,-54.37,82.48,23.35,4.36,-0.064,4.33,-0.02,4.3328,0.009,0.01,0,7,0
4.687,4.35,3.34,3.58,-45.79,87.95,18.95,4.53,0.147,4.528,0.14,4.5529,0.011,0.01,0,7,0
10.325,1.65,1.07,1.2,14.92,44.89,1.43,9.7,0.552,9.735,0.62,9.8269,0.034,0.03,1,2,0
7.104,0.68,0.38,0.42,-13.14,-55.33,8.29,5.59,1.163,5.73,1.12,5.7599,0.003,0.0,1,7,1
10.65,1.38,0.92,0.85,-32.35,30.97,13.68,9.64,0.817,9.709,0.84,9.7785,0.029,0.02,1,0,0
4.621,1.06,1.0,0.81,-14.81,40.78,9.2,4.74,-0.098,4.723,-0.08,4.7078,0.005,0.01,0,7,0
9.99,1.35,0.88,1.14,-41.1,76.77,6.86,9.37,0.521,9.442,0.59,9.4856,0.015,0.02,1,2,0
10.273,1.25,0.84,1.09,-17.82,-12.86,6.93,9.52,0.651,9.586,0.71,9.6764,0.015,0.01,0,2,0
9.04,0.83,0.51,0.77,2.85,4.81,3.59,6.87,1.638,7.065,1.66,6.978,0.012,0.01,1,7,1
10.184,1.44,1.07,1.1,-16.05,-6.58,2.31,8.84,1.05,8.97,1.02,8.9966,0.015,0.01,0,7,1
8.708,0.84,0.62,0.59,2.79,7.09,2.76,8.33,0.39,8.386,0.46,8.4186,0.015,0.02,1,7,0
9.105,0.9,0.57,0.49,-11.35,-16.44,1.9,7.52,1.211,7.67,1.17,7.6853,0.009,0.01,1,7,1
9.022,1.06,0.69,0.92,-26.84,49.01,13.78,8.27,0.58,8.351,0.65,8.4322,0.015,0.01,0,3,0
9.635,1.86,1.35,1.96,-27.41,297.12,21.4,8.54,0.84,8.693,0.88,8.6872,0.042,0.04,0,7,0
10.347,1.53,0.99,1.29,-29.83,15.07,6.25,9.74,0.486,9.743,0.56,9.8747,0.015,0.02,0,2,0
6.952,0.76,0.54,0.6,-23.53,11.43,9.62,6.74,0.191,6.752,0.21,6.7979,0.008,0.01,1,7,1
5.679,0.8,0.52,0.67,3.54,45.91,12.36,5.69,-0.014,5.696,0.01,5.698,0.003,0.0,1,7,0
9.354,0.97,0.6,0.85,-15.91,40.85,4.05,8.11,0.958,8.243,0.95,8.2781,0.015,0.01,1,2,1
6.684,0.83,0.4,0.45,-9.59,19.88,4.96,6.69,-0.006,6.692,0.01,6.701,0.004,0.0,1,7,0
8.781756678668268,3.37,2.88,2.98,-224.63,1739.07,98.74,10.27,1.52,7.975777382882781,2.06,10.3464,0.46,0.52,1,5,0
10.679,1.2,0.88,0.92,3.11,-2.15,-0.12,8.97,1.314,9.113,1.28,9.1294,0.027,0.03,1,2,1
10.503,1.03,0.79,0.75,-13.26,15.19,2.94,9.11,1.092,9.22,1.05,9.2745,0.027,0.03,1,0,1
10.587,1.47,1.48,1.3,69.69,105.6,19.65,9.36,0.928,9.504,0.97,9.5023,0.03,0.03,1,0,0
10.046,1.19,0.93,0.7,5.62,17.15,5.9,8.91,0.905,8.992,0.91,9.0503,0.021,0.01,1,1,0
9.929,1.09,0.72,0.98,-40.16,-6.36,5.49,8.49,1.107,8.627,1.07,8.657,0.02,0.02,1,2,1
6.774,0.86,0.68,0.66,-7.53,-2.48,3.64,6.68,0.084,6.684,0.1,6.7133,0.002,0.0,1,7,1
6.751,0.72,0.46,0.67,-48.1,136.81,12.69,5.38,1.069,5.488,1.0,5.5464,0.01,0.03,1,7,1
8.027,0.91,0.67,0.76,23.64,128.7,7.32,6.84,0.921,6.959,1.1,7.0115,0.005,0.06,1,7,1
9.826,1.31,0.92,1.04,3.08,70.55,10.45,8.9,0.735,8.991,0.78,9.0437,0.02,0.01,1,2,0
5.126,0.49,0.4,0.38,-49.85,86.15,21.52,5.07,0.038,5.075,0.05,5.092,0.004,0.0,1,0,0
8.542,0.78,0.49,0.46,-35.63,75.05,3.56,6.91,1.249,7.059,1.21,7.0724,0.008,0.01,1,7,1
7.504,1.01,0.67,0.78,6.08,-4.2,6.95,6.26,0.965,6.384,0.95,6.427,0.008,0.01,1,7,1
9.605,1.27,0.76,0.99,-38.78,170.54,13.63,8.76,0.666,8.822,0.73,8.9003,0.002,0.0,0,3,0
9.318,1.2,0.78,0.96,-3.94,23.58,1.91,8.94,0.366,8.978,0.43,9.0305,0.015,0.02,0,2,0
9.912,0.79,0.7,0.61,40.45,32.21,3.02,8.61,1.024,8.716,1.0,8.7811,0.019,0.02,1,0,1
7.464,0.76,0.52,0.64,27.17,48.48,8.73,6.9,0.508,6.958,0.58,7.0148,0.003,0.0,1,7,1
4.301,0.52,0.39,0.36,-2.1,3.99,0.79,4.17,0.13,4.198,0.17,4.2103,0.034,0.03,0,7,1
10.488,1.22,0.88,0.9,-11.25,5.42,-2.25,8.56,1.477,8.715,1.49,8.6899,0.029,0.04,1,2,1
9.579,0.87,0.64,0.6,-27.45,-9.05,3.42,7.64,1.473,7.811,1.49,7.774,0.014,0.02,1,1,1
10.594,1.18,0.83,0.83,-9.06,1.3,0.63,9.11,1.168,9.214,1.13,9.2809,0.028,0.03,1,0,1
7.252,0.71,0.44,0.34,-39.36,70.08,8.68,5.93,1.037,6.039,1.01,6.093,0.004,0.0,1,7,1
10.575,1.0,0.82,0.82,17.31,16.51,5.71,9.27,1.03,9.371,1.0,9.4397,0.031,0.03,1,0,1
7.791,0.84,0.57,0.62,-9.06,35.72,3.52,7.47,0.285,7.502,0.32,7.5517,0.015,0.02,0,1,0
10.908,0.85,0.72,0.71,-2.52,20.72,3.8,9.11,1.376,9.263,1.35,9.2596,0.037,0.04,1,0,1
10.972,1.76,1.06,1.48,-90.63,57.43,3.89,10.23,0.642,10.259,0.71,10.3655,0.051,0.04,1,2,0
9.473,1.38,0.9,0.97,-53.53,33.17,6.96,8.88,0.491,8.961,0.56,8.9909,0.019,0.02,1,3,0
10.064,1.38,0.76,1.0,-4.19,15.92,2.18,8.55,1.179,8.669,1.14,8.7165,0.024,0.02,1,3,1
6.399,0.54,0.42,0.44,-1.81,35.38,6.18,6.41,-0.007,6.408,0.01,6.419,0.005,0.01,1,7,0
6.426,0.52,0.45,0.43,-13.04,73.49,6.65,6.11,0.265,6.147,0.3,6.1872,0.005,0.01,1,0,1
9.941,1.74,2.07,1.72,-92.79,32.99,8.02,9.1,0.651,9.222,0.71,9.2633,0.015,0.01,0,1,0
9.467,1.31,0.91,0.84,-0.47,3.48,0.62,9.6,-0.105,9.604,-0.09,9.5728,0.001,0.0,0,0,0
10.37,2.56,2.09,2.14,5.19,35.34,-0.24,9.89,0.411,9.949,0.48,9.9783,0.031,0.03,1,0,0
7.302,3.4,3.18,2.5,6.4,9.89,6.34,7.21,0.0,7.206,0.06,7.2341,0.495,0.01,1,0,0
8.008,0.92,0.98,0.9,-23.94,71.6,13.56,7.27,0.609,7.336,0.68,7.3955,0.015,0.01,1,2,0
8.26,0.97,0.67,0.67,-38.3,-42.51,7.55,7.86,0.363,7.913,0.42,7.9526,0.015,0.02,0,2,0
9.624,1.16,0.84,0.95,-0.13,8.03,1.93,8.43,0.94,8.525,0.93,8.5998,0.015,0.01,0,2,1
7.182,0.71,0.48,0.62,-29.31,-27.91,6.56,5.55,1.262,5.688,1.23,5.7087,0.002,0.03,1,2,1
10.258,0.8,0.67,0.65,15.59,26.11,0.55,8.44,1.404,8.578,1.38,8.5783,0.022,0.03,1,0,1
7.388,0.83,0.57,0.59,8.2,26.49,5.97,7.42,-0.016,7.408,0.01,7.4196,0.007,0.01,1,7,0
8.778,1.05,0.73,0.69,-31.55,57.11,10.0,8.23,0.465,8.285,0.54,8.3298,0.003,0.0,0,2,0
9.917,1.13,0.69,0.95,0.06,2.26,3.3,8.13,1.381,8.266,1.35,8.2731,0.019,0.02,1,2,1
8.665,1.04,0.71,0.92,-17.63,-7.43,5.53,7.47,0.94,7.577,0.93,7.6359,0.011,0.01,1,7,1
9.564,1.06,0.67,0.87,-52.94,-31.46,4.67,8.31,0.971,8.436,0.96,8.4718,0.017,0.01,1,2,1
9.351,0.85,0.61,0.61,13.94,61.56,4.1,7.66,1.298,7.805,1.26,7.8211,0.012,0.01,1,0,1
9.928,0.95,0.61,0.84,3.18,14.98,1.79,8.01,1.525,8.219,2.36,8.0424,0.015,0.02,1,2,1
7.095,0.8,0.53,0.47,19.19,87.95,8.21,6.88,0.18,6.907,0.2,6.9429,0.006,0.01,1,1,1
9.095,0.9,0.74,0.68,-5.17,-4.41,1.27,9.32,-0.154,9.31,-0.15,9.2622,0.009,0.01,1,7,1
6.404,0.61,0.45,0.43,-0.28,23.84,5.77,6.47,-0.049,6.463,-0.03,6.4624,0.005,0.01,1,7,1
8.474,0.75,0.48,0.56,15.82,9.98,5.71,6.8,1.293,6.935,1.25,6.9546,0.008,0.01,1,1,1
10.002,1.58,0.87,1.16,-21.69,40.03,5.83,9.39,0.513,9.466,0.59,9.5018,0.015,0.02,1,3,0
6.128,0.62,0.41,0.4,38.21,227.8,39.03,5.57,0.472,5.625,0.55,5.6755,0.012,0.02,1,7,1
8.697,0.92,0.65,0.61,0.91,87.06,16.11,8.07,0.517,8.112,0.59,8.1995,0.011,0.01,0,7,0
9.977,0.84,0.63,0.68,3.73,12.07,1.68,8.35,1.29,8.5,1.25,8.5049,0.015,0.02,1,7,1
10.604,1.68,1.04,1.48,-11.55,32.83,3.9,10.19,0.37,10.225,0.43,10.2709,0.051,0.06,1,2,0
8.876,0.89,0.65,0.63,-2.03,71.41,3.7,7.42,1.132,7.541,1.1,7.5843,0.009,0.01,1,2,1
10.022,3.14,2.66,4.67,-31.86,40.06,11.7,9.12,0.676,9.264,0.74,9.2565,0.02,0.02,1,0,0
10.51,1.56,1.03,1.26,-37.68,38.37,2.96,9.75,0.735,9.829,0.78,9.8915,0.015,0.01,1,3,0
11.185,1.01,0.81,0.78,-53.14,87.33,21.78,9.56,1.05,9.695,1.1,9.6996,0.02,0.03,1,7,0
8.754,0.75,0.66,0.6,20.25,16.93,5.54,8.59,0.146,8.594,0.16,8.646,0.016,0.02,1,0,0
10.207,1.52,1.03,1.32,12.7,182.26,7.3,9.68,0.428,9.736,0.5,9.7796,0.018,0.02,1,3,0
9.9,1.19,0.86,0.61,22.8,30.53,2.45,8.59,1.033,8.692,1.01,8.7521,0.018,0.01,1,1,1
9.52,1.32,0.97,1.04,23.64,-18.05,10.31,9.02,0.44,9.048,0.51,9.1176,0.015,0.02,1,3,0
9.11,1.04,0.61,0.59,-72.19,-168.09,34.52,8.02,0.87,8.1,0.91,8.1611,0.013,0.01,1,7,1
10.288,1.47,0.95,1.2,-56.53,-25.34,9.64,9.56,0.61,9.614,0.68,9.69,0.015,0.01,1,2,0
9.674,0.86,0.67,0.7,-534.68,881.63,34.04,8.55,0.854,8.658,0.9,8.6934,0.006,0.01,1,7,0
8.877,0.98,0.62,0.8,-10.27,-14.19,6.24,7.62,0.98,7.737,0.96,7.7905,0.015,0.01,0,2,1
9.213,1.03,0.7,0.67,-74.93,-106.13,8.92,8.76,0.391,8.813,0.46,8.8494,0.015,0.02,1,0,0
9.49,1.01,0.66,0.59,58.04,18.03,18.13,8.76,0.602,8.83,0.67,8.8885,0.011,0.01,1,1,0
10.177,0.98,0.84,0.77,23.63,21.29,5.84,9.62,0.481,9.677,0.55,9.729,0.026,0.03,1,0,0
8.445,1.31,1.23,1.36,-16.14,-20.36,4.78,6.58,1.445,6.713,1.44,6.7122,0.011,0.02,1,7,1
8.781756678668268,1.15,1.86,2.05,-36.47,407.68,47.51,5.2,0.567,7.975777382882781,0.64,5.3209,0.008,0.02,0,7,0
9.34,1.07,0.72,0.92,-77.79,16.12,11.34,8.62,0.587,8.701,0.66,8.7505,0.018,0.02,1,2,0
9.253,0.77,0.68,0.65,8.77,47.78,5.16,8.81,0.411,8.832,0.48,8.9013,0.015,0.02,1,0,0
10.209,1.19,0.76,0.76,-1.3,-1.83,-1.41,9.13,0.887,9.238,0.89,9.2751,0.033,0.02,0,7,1
8.897,1.87,1.12,1.55,-15.9,-15.25,5.61,8.36,0.441,8.433,0.51,8.4812,0.015,0.02,0,3,0
9.59,1.21,0.63,0.8,-76.7,14.98,2.82,7.78,1.371,7.951,1.34,7.9263,0.017,0.02,1,3,1
9.377,1.19,0.75,1.02,-6.11,16.15,2.84,8.0,1.034,8.124,1.01,8.1696,0.015,0.01,1,3,1
6.462,0.74,0.48,0.68,-61.94,143.36,17.97,5.94,0.444,5.991,0.51,6.0422,0.006,0.01,1,6,1
8.529,1.13,0.73,0.9,-41.43,3.25,7.21,8.23,0.287,8.256,0.33,8.3007,0.01,0.01,1,3,0
7.329,0.65,0.45,0.43,-51.27,22.48,12.88,6.04,1.001,6.166,1.07,6.2063,0.002,0.03,1,0,1
8.346,0.89,0.68,0.6,-165.57,116.1,34.3,7.45,0.726,7.541,0.77,7.5912,0.002,0.0,0,1,0
9.613,0.62,0.47,0.49,0.44,0.4,1.12,6.92,2.04,7.183,2.03,7.0022,0.013,0.01,1,7,1
9.045,1.22,0.74,1.07,11.28,24.17,6.66,8.62,0.403,8.645,0.47,8.7226,0.015,0.02,0,2,0
8.741,1.14,0.72,1.0,0.21,24.23,3.27,8.61,0.093,8.622,0.11,8.6451,0.003,0.0,1,3,0
6.04,0.77,0.48,0.43,-101.4,47.14,27.61,5.51,0.461,5.564,0.53,5.6144,0.002,0.0,1,7,0
10.381,2.11,1.6,1.78,-28.84,48.21,3.69,9.72,0.1,9.752,0.38,9.8027,0.495,0.19,1,1,0
10.237,0.99,0.84,0.83,16.57,40.77,6.27,9.67,0.474,9.757,0.55,9.7725,0.015,0.02,1,0,0
9.463,1.19,0.86,0.81,-45.65,-13.16,4.62,9.05,0.354,9.089,0.42,9.1382,0.019,0.02,1,0,1
10.367,1.18,0.81,0.68,5.82,10.82,1.74,9.11,0.99,9.215,0.97,9.2777,0.023,0.02,1,1,1
9.006,0.97,1.29,1.29,19.82,22.69,3.27,7.84,0.896,7.963,0.95,8.006,0.047,0.02,0,0,1
9.048,0.99,0.68,0.67,-0.29,-0.2,1.85,8.59,0.448,8.654,0.52,8.6887,0.004,0.0,1,7,1
10.001,1.32,0.89,0.95,34.0,65.66,3.85,9.29,0.588,9.329,0.66,9.4152,0.015,0.01,1,2,1
9.518,1.2,0.89,0.97,-30.53,-18.82,3.8,8.06,1.126,8.191,1.09,8.2313,0.021,0.02,1,7,1
6.923,0.85,0.58,0.7,-179.03,-133.16,26.59,6.32,0.517,6.379,0.59,6.4348,0.005,0.01,1,7,0
10.401,1.35,1.04,1.08,14.44,-1.47,5.9,9.8,0.536,9.831,0.61,9.9314,0.015,0.02,0,2,0
7.34,0.63,0.49,0.47,-18.45,78.0,16.71,6.91,0.368,6.947,0.43,6.9967,0.016,0.02,1,0,0
8.71,1.7,1.63,1.85,-408.03,185.55,18.93,7.96,0.672,7.958,0.73,8.0911,0.02,0.02,1,4,0
9.903,1.26,0.78,1.24,-9.87,23.31,5.76,9.1,0.682,9.137,0.74,9.2356,0.021,0.02,1,2,0
7.809,0.85,0.55,0.74,-59.19,-64.72,7.03,6.45,1.063,6.557,0.96,6.6095,0.0,0.03,0,3,1
9.85,1.08,0.7,0.57,-12.97,6.01,2.32,8.18,1.281,8.326,1.24,8.3421,0.013,0.01,1,1,1
9.343,1.15,0.72,0.63,-133.01,387.53,23.21,8.4,0.78,8.476,0.82,8.5384,0.015,0.01,1,7,0
9.196,0.94,0.71,0.76,-10.71,22.1,4.11,7.08,1.641,7.26,1.76,7.1807,0.015,0.06,1,7,1
8.411,1.06,0.69,0.84,17.73,97.93,14.56,7.88,0.447,7.928,0.52,7.9817,0.016,0.02,1,3,0
4.952,0.63,0.39,0.39,-1.52,22.98,6.45,5.08,-0.098,5.065,-0.08,5.0536,0.003,0.0,1,7,1
10.059,1.31,0.97,1.08,-70.07,7.39,7.87,9.27,0.673,9.305,0.73,9.4015,0.025,0.02,1,2,0
8.655,0.99,0.72,1.09,-3.13,23.53,5.5,7.23,1.092,7.372,1.05,7.4018,0.013,0.01,1,7,1
8.879,1.19,0.77,0.9,-8.01,-23.43,6.86,8.49,0.38,8.507,0.44,8.5733,0.006,0.01,0,2,0
10.431,1.29,0.87,1.08,-2.42,20.95,0.47,8.73,1.326,8.849,1.29,8.8828,0.032,0.04,1,2,1
9.068,0.95,0.52,0.58,-16.09,4.87,4.51,7.61,1.132,7.734,1.1,7.7777,0.01,0.01,1,7,1
7.392,0.89,0.54,0.54,-6.06,1.67,1.76,7.52,-0.096,7.504,-0.08,7.4921,0.008,0.01,1,7,0
9.808,1.35,0.81,0.94,-26.05,21.54,6.38,9.26,0.483,9.26,0.55,9.364,0.015,0.02,0,3,0
10.47,1.42,0.97,0.99,-11.61,39.66,1.22,9.84,0.579,9.842,0.65,9.9608,0.027,0.03,1,0,0
9.483,1.15,0.78,0.69,-36.7,-117.07,12.35,8.83,0.551,8.894,0.62,8.9528,0.015,0.01,1,1,0
6.402,0.75,0.56,0.63,-11.67,17.36,4.65,6.51,-0.07,6.489,-0.05,6.49,0.011,0.01,1,7,1
